source,date,start_time,match_id,event,event_id,event_grade,event_grade_label,event_status,stage,stage_detail,round,best_of,match_status,team1,team1_id,team1_rank,team2,team2_id,team2_rank,team1_match_score,team2_match_score,winner,team1_odds,team2_odds,map_count,source_match_url,fetched_at
5e,2026-03-25,2026-03-25 03:45:00+0800,csgo_mc_2392265,BC.Game 大师锦标赛 第1季,csgo_tt_9047,4,B级赛事,past,小组赛,小组赛 败者组 决赛,决赛,3,completed,9INE,csgo_tm_10278,,OG,csgo_tm_10503,,2,1,9INE,2.33,1.56,3,https://event.5eplay.com/csgo/match/csgo_mc_2392265,2026-06-01T09:27:40.610670+00:00
5e,2026-03-25,2026-03-25 04:00:00+0800,csgo_mc_2392262,BC.Game 大师锦标赛 第1季,csgo_tt_9047,4,B级赛事,past,小组赛,小组赛 败者组 决赛,决赛,3,completed,FNC,csgo_tm_4991,,aimclub,csgo_tm_6810,,1,2,aimclub,1.1,5.8,3,https://event.5eplay.com/csgo/match/csgo_mc_2392262,2026-06-01T09:27:40.610670+00:00
5e,2026-03-25,2026-03-25 05:10:00+0800,csgo_mc_2392245,Riga城市公开赛 S3,csgo_tt_9046,5,C级赛事,past,淘汰赛,淘汰赛 决赛,决赛,3,completed,FOKUS,hltv_team_13679,,Phantom,hltv_team_13173,,2,0,FOKUS,1.3,3.19,2,https://event.5eplay.com/csgo/match/csgo_mc_2392245,2026-06-01T09:27:40.610670+00:00
5e,2026-03-25,2026-03-25 06:00:00+0800,csgo_mc_2391728,CCT 第3赛季 南美系列赛 10,csgo_tt_9064,5,C级赛事,past,淘汰赛,淘汰赛 八强,八强,3,completed,Fluxo,csgo_tm_11837,,Dashskins,hltv_team_13447,,1,2,Dashskins,,,3,https://event.5eplay.com/csgo/match/csgo_mc_2391728,2026-06-01T09:27:40.610670+00:00
5e,2026-03-25,2026-03-25 06:00:00+0800,csgo_mc_2392064,ESL 挑战者联赛 S51 南美杯第2季,csgo_tt_9026,4,B级赛事,past,淘汰赛,淘汰赛 败者组 1/4决赛,1/4决赛,3,completed,Keyd,csgo_tm_6033,,UNO,csgo_tm_11555,,0,2,UNO,1.34,3.22,2,https://event.5eplay.com/csgo/match/csgo_mc_2392064,2026-06-01T09:27:40.610670+00:00
5e,2026-03-25,2026-03-25 06:00:00+0800,csgo_mc_2392065,ESL 挑战者联赛 S51 南美杯第2季,csgo_tt_9026,4,B级赛事,past,淘汰赛,淘汰赛 败者组 1/4决赛,1/4决赛,3,completed,METANOIA Wolves,hltv_team_13726,,Bounty Hunters,hltv_team_12776,,2,0,METANOIA Wolves,4.73,1.15,2,https://event.5eplay.com/csgo/match/csgo_mc_2392065,2026-06-01T09:27:40.610670+00:00
5e,2026-03-25,2026-03-25 10:00:00+0800,csgo_mc_2392094,ESL 挑战者联赛 S51 北美杯 第2季,csgo_tt_9027,4,B级赛事,past,淘汰赛,淘汰赛 败者组 1/4决赛,1/4决赛,3,completed,F5,hltv_team_13201,,LAG,csgo_tm_11955,,0,2,LAG,6.88,1.11,2,https://event.5eplay.com/csgo/match/csgo_mc_2392094,2026-06-01T09:27:40.610670+00:00
5e,2026-03-25,2026-03-25 10:00:00+0800,csgo_mc_2392095,ESL 挑战者联赛 S51 北美杯 第2季,csgo_tt_9027,4,B级赛事,past,淘汰赛,淘汰赛 败者组 1/4决赛,1/4决赛,3,completed,Outfit 49,hltv_team_13294,,Aether,hltv_team_12908,,1,2,Aether,2.35,1.57,3,https://event.5eplay.com/csgo/match/csgo_mc_2392095,2026-06-01T09:27:40.610670+00:00
5e,2026-03-25,2026-03-25 11:00:00+0800,csgo_mc_2392421,虚空春季杯2026,csgo_tt_9080,5,C级赛事,past,淘汰赛,淘汰赛 败者组 首轮,首轮,3,completed,Just Swing,hltv_team_13053,,Last Bullet,hltv_team_13433,,0,1,Last Bullet,2.16,1.6,0,https://event.5eplay.com/csgo/match/csgo_mc_2392421,2026-06-01T09:27:40.610670+00:00
5e,2026-03-25,2026-03-25 13:00:00+0800,csgo_mc_2392422,虚空春季杯2026,csgo_tt_9080,5,C级赛事,past,淘汰赛,淘汰赛 胜者组 决赛,决赛,3,completed,MOS,hltv_team_13602,,RA,csgo_tm_11514,,2,1,MOS,2.31,1.52,3,https://event.5eplay.com/csgo/match/csgo_mc_2392422,2026-06-01T09:27:40.610670+00:00
5e,2026-03-25,2026-03-25 16:10:00+0800,csgo_mc_2392423,虚空春季杯2026,csgo_tt_9080,5,C级赛事,past,淘汰赛,淘汰赛 败者组 决赛,决赛,3,completed,Last Bullet,hltv_team_13433,,RA,csgo_tm_11514,,1,2,RA,5.19,1.11,3,https://event.5eplay.com/csgo/match/csgo_mc_2392423,2026-06-01T09:27:40.610670+00:00
5e,2026-03-25,2026-03-25 17:00:00+0800,csgo_mc_2391548,NODWIN Clutch 系列 6,csgo_tt_9051,5,C级赛事,past,小组赛,小组赛 第五轮,第五轮,3,completed,Leo,csgo_tm_11446,,MANA,hltv_team_13310,,1,2,MANA,1.81,1.98,3,https://event.5eplay.com/csgo/match/csgo_mc_2391548,2026-06-01T09:27:40.610670+00:00
5e,2026-03-25,2026-03-25 17:00:00+0800,csgo_mc_2391812,CCT 第3赛季 欧洲系列赛 19,csgo_tt_9066,4,B级赛事,past,小组赛,小组赛 第二轮,第二轮,3,completed,MINLATE,csgo_tm_6626,,Rebels,hltv_team_12642,,1,2,Rebels,2.06,1.74,3,https://event.5eplay.com/csgo/match/csgo_mc_2391812,2026-06-01T09:27:40.610670+00:00
5e,2026-03-25,2026-03-25 17:00:00+0800,csgo_mc_2392352,CCT 第3赛季 欧洲系列赛 20 封闭预选,csgo_tt_9100,5,C级赛事,past,小组赛,小组赛 胜者组 首轮,首轮,3,completed,Lilmix,csgo_tm_9735,,AKA HERO KAJO,hltv_team_13142,,2,0,Lilmix,1.05,11,2,https://event.5eplay.com/csgo/match/csgo_mc_2392352,2026-06-01T09:27:40.610670+00:00
5e,2026-03-25,2026-03-25 17:00:00+0800,csgo_mc_2392454,United21 联赛 第46赛季,csgo_tt_9106,5,C级赛事,past,淘汰赛,淘汰赛 胜者组 第1轮,第1轮,3,completed,Infinite,csgo_tm_10823,,STATE,hltv_team_13623,,2,0,Infinite,1.61,2.28,2,https://event.5eplay.com/csgo/match/csgo_mc_2392454,2026-06-01T09:27:40.610670+00:00
5e,2026-03-25,2026-03-25 18:00:00+0800,csgo_mc_2392007,ESL 挑战者联赛 S51 大洋洲杯 第2季,csgo_tt_9023,5,C级赛事,past,淘汰赛,淘汰赛 败者组 半决赛,半决赛,3,completed,Mindfreak,csgo_tm_11668,,Rooster,csgo_tm_9881,,0,2,Rooster,1.44,2.72,2,https://event.5eplay.com/csgo/match/csgo_mc_2392007,2026-06-01T09:27:40.610670+00:00
5e,2026-03-22,2026-03-22 05:00:00+0800,csgo_mc_2391716,CCT 第3赛季 南美系列赛 10,csgo_tt_9064,5,C级赛事,past,小组赛,小组赛 第五轮,第五轮,3,completed,R2,hltv_team_13327,,MAGICOS,hltv_team_13265,,2,0,R2,1.33,3.27,2,https://event.5eplay.com/csgo/match/csgo_mc_2391716,2026-06-01T09:27:40.610670+00:00
5e,2026-03-22,2026-03-22 05:10:00+0800,csgo_mc_2391762,BLAST 鹿特丹公开赛 2026,csgo_tt_8248,2,S级赛事,past,小组赛,小组赛 胜者组 半决赛,半决赛,3,completed,Mongolz,csgo_tm_6248,,Vitality,csgo_tm_9565,,0,2,Vitality,5.54,1.16,2,https://event.5eplay.com/csgo/match/csgo_mc_2391762,2026-06-01T09:27:40.610670+00:00
5e,2026-03-22,2026-03-22 05:59:04+0800,csgo_mc_2392054,ESL 挑战者联赛 S51 南美杯第2季,csgo_tt_9026,4,B级赛事,past,淘汰赛,淘汰赛 败者组 首轮,首轮,3,completed,FURIA fe,csgo_tm_10976,,Bounty Hunters,hltv_team_12776,,0,1,Bounty Hunters,12.11,1.04,0,https://event.5eplay.com/csgo/match/csgo_mc_2392054,2026-06-01T09:27:40.610670+00:00
5e,2026-03-22,2026-03-22 06:00:00+0800,csgo_mc_2392048,ESL 挑战者联赛 S51 南美杯第2季,csgo_tt_9026,4,B级赛事,past,淘汰赛,淘汰赛 胜者组 1/4决赛,1/4决赛,3,completed,ShindeN,hltv_team_12959,,GameHunters,hltv_team_12988,,2,0,ShindeN,1.4,2.88,2,https://event.5eplay.com/csgo/match/csgo_mc_2392048,2026-06-01T09:27:40.610670+00:00
5e,2026-03-22,2026-03-22 06:00:00+0800,csgo_mc_2392051,ESL 挑战者联赛 S51 南美杯第2季,csgo_tt_9026,4,B级赛事,past,淘汰赛,淘汰赛 胜者组 1/4决赛,1/4决赛,3,completed,Atrix,hltv_team_12533,,Dashskins,hltv_team_13447,,0,2,Dashskins,,,2,https://event.5eplay.com/csgo/match/csgo_mc_2392051,2026-06-01T09:27:40.610670+00:00
5e,2026-03-22,2026-03-22 06:00:00+0800,csgo_mc_2392050,ESL 挑战者联赛 S51 南美杯第2季,csgo_tt_9026,4,B级赛事,past,淘汰赛,淘汰赛 胜者组 1/4决赛,1/4决赛,3,completed,Procyon,csgo_tm_10997,,METANOIA Wolves,hltv_team_13726,,1,2,METANOIA Wolves,,,3,https://event.5eplay.com/csgo/match/csgo_mc_2392050,2026-06-01T09:27:40.610670+00:00
5e,2026-03-22,2026-03-22 09:00:00+0800,csgo_mc_2392426,NSTLGA 华盛顿公开赛 2026,csgo_tt_9095,5,C级赛事,past,淘汰赛,淘汰赛 半决赛,半决赛,3,completed,West Coast Grinders,hltv_team_13752,,Voca,hltv_team_13499,,0,2,Voca,,,2,https://event.5eplay.com/csgo/match/csgo_mc_2392426,2026-06-01T09:27:40.610670+00:00
5e,2026-03-22,2026-03-22 09:59:18+0800,csgo_mc_2392079,ESL 挑战者联赛 S51 北美杯 第2季,csgo_tt_9027,4,B级赛事,past,淘汰赛,淘汰赛 胜者组 1/4决赛,1/4决赛,3,completed,regain,hltv_team_12554,,SportsBetExpert,hltv_team_13375,,0,1,SportsBetExpert,2.85,1.41,0,https://event.5eplay.com/csgo/match/csgo_mc_2392079,2026-06-01T09:27:40.610670+00:00
5e,2026-03-22,2026-03-22 10:00:00+0800,csgo_mc_2392078,ESL 挑战者联赛 S51 北美杯 第2季,csgo_tt_9027,4,B级赛事,past,淘汰赛,淘汰赛 胜者组 1/4决赛,1/4决赛,3,completed,LAG,csgo_tm_11955,,Sakura,hltv_team_13531,,2,0,LAG,1.02,15.28,2,https://event.5eplay.com/csgo/match/csgo_mc_2392078,2026-06-01T09:27:40.610670+00:00
5e,2026-03-22,2026-03-22 10:00:00+0800,csgo_mc_2392080,ESL 挑战者联赛 S51 北美杯 第2季,csgo_tt_9027,4,B级赛事,past,淘汰赛,淘汰赛 胜者组 1/4决赛,1/4决赛,3,completed,Overknight,csgo_tm_10901,,Chicken Coop,hltv_team_13107,,1,2,Chicken Coop,,,3,https://event.5eplay.com/csgo/match/csgo_mc_2392080,2026-06-01T09:27:40.610670+00:00
5e,2026-03-22,2026-03-22 10:00:00+0800,csgo_mc_2392082,ESL 挑战者联赛 S51 北美杯 第2季,csgo_tt_9027,4,B级赛事,past,淘汰赛,淘汰赛 败者组 第1轮,第1轮,3,completed,Wanted Goons,hltv_team_12971,,FLYRED,hltv_team_12301,,2,1,Wanted Goons,1.06,10.09,3,https://event.5eplay.com/csgo/match/csgo_mc_2392082,2026-06-01T09:27:40.610670+00:00
5e,2026-03-22,2026-03-22 10:00:00+0800,csgo_mc_2392081,ESL 挑战者联赛 S51 北美杯 第2季,csgo_tt_9027,4,B级赛事,past,淘汰赛,淘汰赛 胜者组 1/4决赛,1/4决赛,3,completed,Aether,hltv_team_12908,,Zomblers,hltv_team_12164,,2,0,Aether,2.42,1.54,2,https://event.5eplay.com/csgo/match/csgo_mc_2392081,2026-06-01T09:27:40.610670+00:00
5e,2026-03-22,2026-03-22 10:00:00+0800,csgo_mc_2392085,ESL 挑战者联赛 S51 北美杯 第2季,csgo_tt_9027,4,B级赛事,past,淘汰赛,淘汰赛 败者组 第1轮,第1轮,3,completed,Reign Above,hltv_team_13425,,NuTorious,hltv_team_12973,,2,1,Reign Above,2.06,1.68,3,https://event.5eplay.com/csgo/match/csgo_mc_2392085,2026-06-01T09:27:40.610670+00:00
5e,2026-03-22,2026-03-22 10:15:00+0800,csgo_mc_2392083,ESL 挑战者联赛 S51 北美杯 第2季,csgo_tt_9027,4,B级赛事,past,淘汰赛,淘汰赛 败者组 第1轮,第1轮,3,completed,F5,hltv_team_13201,,Surge,hltv_team_11433,,1,0,F5,,,0,https://event.5eplay.com/csgo/match/csgo_mc_2392083,2026-06-01T09:27:40.610670+00:00
5e,2026-03-22,2026-03-22 11:00:00+0800,cg_mc_manual_1975,NSTLGA 华盛顿公开赛 2026,csgo_tt_9095,5,C级赛事,past,淘汰赛,淘汰赛 半决赛,半决赛,3,completed,Imperial,csgo_tm_9455,,Ducky Momo Squad,hltv_team_13751,,2,0,Imperial,,,2,https://event.5eplay.com/csgo/match/cg_mc_manual_1975,2026-06-01T09:27:40.610670+00:00
5e,2026-03-22,2026-03-22 13:05:00+0800,csgo_mc_2392102,XSE 星环杯 S1,csgo_tt_9075,5,C级赛事,past,淘汰赛,淘汰赛 决赛,决赛,5,completed,LVG,csgo_tm_8840,,RA,csgo_tm_11514,,3,0,LVG,1.3,3.5,3,https://event.5eplay.com/csgo/match/csgo_mc_2392102,2026-06-01T09:27:40.610670+00:00
5e,2026-03-22,2026-03-22 16:00:00+0800,csgo_mc_2392116,MESA 联赛第5赛季,csgo_tt_9056,5,C级赛事,past,淘汰赛,淘汰赛 总决赛,总决赛,5,completed,CW,hltv_team_12646,,BMZ,hltv_team_13666,,3,0,CW,1.23,4.12,3,https://event.5eplay.com/csgo/match/csgo_mc_2392116,2026-06-01T09:27:40.610670+00:00
5e,2026-03-22,2026-03-22 16:00:00+0800,csgo_mc_2392425,2026 ALIKSON 独联体电竞联赛超级杯 决赛,csgo_tt_9105,5,C级赛事,past,淘汰赛,淘汰赛 决赛,决赛,3,completed,BET-M,hltv_team_13619,,Endless Journey,hltv_team_13552,,2,0,BET-M,,,2,https://event.5eplay.com/csgo/match/csgo_mc_2392425,2026-06-01T09:27:40.610670+00:00
5e,2026-03-22,2026-03-22 16:32:09+0800,csgo_mc_2391541,NODWIN Clutch 系列 6,csgo_tt_9051,5,C级赛事,past,小组赛,小组赛 第三轮,第三轮,3,completed,Megoshort,csgo_tm_11018,,CSDIILIT,hltv_team_13340,,1,0,Megoshort,1.76,2.04,0,https://event.5eplay.com/csgo/match/csgo_mc_2391541,2026-06-01T09:27:40.610670+00:00
5e,2026-03-22,2026-03-22 17:00:00+0800,csgo_mc_2391538,NODWIN Clutch 系列 6,csgo_tt_9051,5,C级赛事,past,小组赛,小组赛 第三轮,第三轮,3,completed,Rebels,hltv_team_12642,,ASTRAL,hltv_team_13333,,2,1,Rebels,1.56,2.38,3,https://event.5eplay.com/csgo/match/csgo_mc_2391538,2026-06-01T09:27:40.610670+00:00
5e,2026-03-22,2026-03-22 17:00:00+0800,csgo_mc_2391800,CCT 第3赛季 欧洲系列赛 19,csgo_tt_9066,4,B级赛事,past,小组赛,小组赛 第一轮,第一轮,3,completed,Rune Eaters,hltv_team_12194,,Hashiras,hltv_team_13715,,1,2,Hashiras,1.8,1.98,3,https://event.5eplay.com/csgo/match/csgo_mc_2391800,2026-06-01T09:27:40.610670+00:00
5e,2026-03-22,2026-03-22 18:00:00+0800,csgo_mc_2391998,ESL 挑战者联赛 S51 大洋洲杯 第2季,csgo_tt_9023,5,C级赛事,past,淘汰赛,淘汰赛 败者组 第2轮,第2轮,3,completed,Bbbmbcbs,csgo_tm_11109,,MARKandLARRY,csgo_tm_9942,,0,2,MARKandLARRY,2.69,1.45,2,https://event.5eplay.com/csgo/match/csgo_mc_2391998,2026-06-01T09:27:40.610670+00:00
5e,2026-03-22,2026-03-22 19:00:00+0800,csgo_mc_2391764,BLAST 鹿特丹公开赛 2026,csgo_tt_8248,2,S级赛事,past,小组赛,小组赛 败者组 半决赛,半决赛,3,completed,TYLOO,csgo_tm_4863,,Falcons,csgo_tm_11283,,1,2,Falcons,5.76,1.15,3,https://event.5eplay.com/csgo/match/csgo_mc_2391764,2026-06-01T09:27:40.610670+00:00
5e,2026-03-22,2026-03-22 20:15:00+0800,csgo_mc_2391539,NODWIN Clutch 系列 6,csgo_tt_9051,5,C级赛事,past,小组赛,小组赛 第三轮,第三轮,3,completed,Rune Eaters,hltv_team_12194,,QWENTRY,hltv_team_13510,,0,2,QWENTRY,3.27,1.33,2,https://event.5eplay.com/csgo/match/csgo_mc_2391539,2026-06-01T09:27:40.610670+00:00
5e,2026-03-22,2026-03-22 20:30:00+0800,csgo_mc_2391801,CCT 第3赛季 欧洲系列赛 19,csgo_tt_9066,4,B级赛事,past,小组赛,小组赛 第一轮,第一轮,3,completed,MINLATE,csgo_tm_6626,,Bebop,hltv_team_13613,,2,1,MINLATE,4.03,1.24,3,https://event.5eplay.com/csgo/match/csgo_mc_2391801,2026-06-01T09:27:40.610670+00:00
5e,2026-03-22,2026-03-22 21:10:00+0800,csgo_mc_2391717,CCT 第3赛季 南美系列赛 10,csgo_tt_9064,5,C级赛事,past,淘汰赛,淘汰赛 十六强,十六强,3,completed,Keyd,csgo_tm_6033,,Players,csgo_tm_11711,,2,0,Keyd,1.23,4.12,2,https://event.5eplay.com/csgo/match/csgo_mc_2391717,2026-06-01T09:27:40.610670+00:00
5e,2026-03-22,2026-03-22 22:00:00+0800,csgo_mc_2392026,ESL 挑战者联赛 S51 亚太杯 第2季,csgo_tt_9024,5,C级赛事,past,淘汰赛,淘汰赛 败者组 第2轮,第2轮,3,completed,Last Bullet,hltv_team_13433,,AE,csgo_tm_9958,,1,2,AE,4.37,1.16,3,https://event.5eplay.com/csgo/match/csgo_mc_2392026,2026-06-01T09:27:40.610670+00:00
5e,2026-03-22,2026-03-22 22:00:00+0800,csgo_mc_2392027,ESL 挑战者联赛 S51 亚太杯 第2季,csgo_tt_9024,5,C级赛事,past,淘汰赛,淘汰赛 败者组 第2轮,第2轮,3,completed,Haunted House,hltv_team_13735,,NSN,csgo_tm_11275,,2,1,Haunted House,,,3,https://event.5eplay.com/csgo/match/csgo_mc_2392027,2026-06-01T09:27:40.610670+00:00
5e,2026-03-22,2026-03-22 22:00:00+0800,csgo_mc_2392028,ESL 挑战者联赛 S51 亚太杯 第2季,csgo_tt_9024,5,C级赛事,past,淘汰赛,淘汰赛 败者组 第2轮,第2轮,3,completed,The QUBE,hltv_team_12825,,5star,hltv_team_13724,,1,0,The QUBE,,,0,https://event.5eplay.com/csgo/match/csgo_mc_2392028,2026-06-01T09:27:40.610670+00:00
5e,2026-03-22,2026-03-22 22:00:00+0800,csgo_mc_2392029,ESL 挑战者联赛 S51 亚太杯 第2季,csgo_tt_9024,5,C级赛事,past,淘汰赛,淘汰赛 败者组 第2轮,第2轮,3,completed,RA,csgo_tm_11514,,MOS,hltv_team_13602,,1,2,MOS,1.53,2.3,3,https://event.5eplay.com/csgo/match/csgo_mc_2392029,2026-06-01T09:27:40.610670+00:00
5e,2026-03-22,2026-03-22 22:25:00+0800,csgo_mc_2391763,BLAST 鹿特丹公开赛 2026,csgo_tt_8248,2,S级赛事,past,小组赛,小组赛 败者组 半决赛,半决赛,3,completed,NRG,csgo_tm_6673,,FURIA,csgo_tm_8297,,1,2,FURIA,3.77,1.27,3,https://event.5eplay.com/csgo/match/csgo_mc_2391763,2026-06-01T09:27:40.610670+00:00
5e,2026-03-22,2026-03-22 23:10:00+0800,csgo_mc_2391540,NODWIN Clutch 系列 6,csgo_tt_9051,5,C级赛事,past,小组赛,小组赛 第三轮,第三轮,3,completed,Genone,csgo_tm_11609,,MINLATE,csgo_tm_6626,,2,1,Genone,1.41,2.85,3,https://event.5eplay.com/csgo/match/csgo_mc_2391540,2026-06-01T09:27:40.610670+00:00
5e,2026-03-22,2026-03-22 23:10:00+0800,csgo_mc_2391802,CCT 第3赛季 欧洲系列赛 19,csgo_tt_9066,4,B级赛事,past,小组赛,小组赛 第一轮,第一轮,3,completed,Omega,hltv_team_13479,,TNC,hltv_team_13403,,0,1,TNC,1.7,2.12,0,https://event.5eplay.com/csgo/match/csgo_mc_2391802,2026-06-01T09:27:40.610670+00:00
5e,2026-03-22,2026-03-22 23:41:01+0800,csgo_mc_2391718,CCT 第3赛季 南美系列赛 10,csgo_tt_9064,5,C级赛事,past,淘汰赛,淘汰赛 十六强,十六强,3,completed,ex-KRÜ,hltv_team_13664,,Dashskins,hltv_team_13447,,0,1,Dashskins,,,0,https://event.5eplay.com/csgo/match/csgo_mc_2391718,2026-06-01T09:27:40.610670+00:00
5e,2026-03-23,2026-03-23 00:00:00+0800,csgo_mc_2392189,洛迦排名赛 S1 封闭预选,csgo_tt_9037,10,资格赛C级,past,小组赛,小组赛 胜者组 决赛,决赛,3,completed,rottweilers,hltv_team_13643,,KOLESIE,hltv_team_13314,,0,2,KOLESIE,,,2,https://event.5eplay.com/csgo/match/csgo_mc_2392189,2026-06-01T09:27:40.610670+00:00
5e,2026-03-23,2026-03-23 01:40:00+0800,csgo_mc_2391765,BLAST 鹿特丹公开赛 2026,csgo_tt_8248,2,S级赛事,past,小组赛,小组赛 败者组 半决赛,半决赛,3,completed,Liquid,csgo_tm_5973,,Mongolz,csgo_tm_6248,,0,2,Mongolz,3,1.39,2,https://event.5eplay.com/csgo/match/csgo_mc_2391765,2026-06-01T09:27:40.610670+00:00
5e,2026-03-23,2026-03-23 02:00:00+0800,csgo_mc_2391803,CCT 第3赛季 欧洲系列赛 19,csgo_tt_9066,4,B级赛事,past,小组赛,小组赛 第一轮,第一轮,3,completed,Megoshort,csgo_tm_11018,,Rebels,hltv_team_12642,,0,2,Rebels,1.98,1.81,2,https://event.5eplay.com/csgo/match/csgo_mc_2391803,2026-06-01T09:27:40.610670+00:00
5e,2026-03-23,2026-03-23 02:00:00+0800,csgo_mc_2391929,ESL 挑战者联赛 S51 欧洲杯 第2季,csgo_tt_9025,4,B级赛事,past,淘汰赛,淘汰赛 败者组 第5轮,第5轮,3,completed,Nemiga,csgo_tm_7969,,MANA,hltv_team_13310,,2,1,Nemiga,1.4,2.88,3,https://event.5eplay.com/csgo/match/csgo_mc_2391929,2026-06-01T09:27:40.610670+00:00
5e,2026-03-23,2026-03-23 02:00:00+0800,csgo_mc_2391928,ESL 挑战者联赛 S51 欧洲杯 第2季,csgo_tt_9025,4,B级赛事,past,淘汰赛,淘汰赛 败者组 第5轮,第5轮,3,completed,Sangal,csgo_tm_10333,,Mousquetaires,hltv_team_13251,,2,0,Sangal,1.4,2.88,2,https://event.5eplay.com/csgo/match/csgo_mc_2391928,2026-06-01T09:27:40.610670+00:00
5e,2026-03-23,2026-03-23 02:00:00+0800,csgo_mc_2391930,ESL 挑战者联赛 S51 欧洲杯 第2季,csgo_tt_9025,4,B级赛事,past,淘汰赛,淘汰赛 败者组 第5轮,第5轮,3,completed,TDK,hltv_team_13644,,HAVU,csgo_tm_7865,,2,1,TDK,1.2,4.57,3,https://event.5eplay.com/csgo/match/csgo_mc_2391930,2026-06-01T09:27:40.610670+00:00
5e,2026-03-23,2026-03-23 02:00:00+0800,csgo_mc_2391931,ESL 挑战者联赛 S51 欧洲杯 第2季,csgo_tt_9025,4,B级赛事,past,淘汰赛,淘汰赛 败者组 第5轮,第5轮,3,completed,ex-RUBY,hltv_team_13617,,LK,csgo_tm_10854,,1,2,LK,1.41,2.85,3,https://event.5eplay.com/csgo/match/csgo_mc_2391931,2026-06-01T09:27:40.610670+00:00
5e,2026-03-23,2026-03-23 02:30:00+0800,csgo_mc_2392190,洛迦排名赛 S1 封闭预选,csgo_tt_9037,10,资格赛C级,past,小组赛,小组赛 败者组 首轮,首轮,3,completed,Diamant,hltv_team_13563,,FIGHTERS,hltv_team_13742,,2,1,Diamant,,,3,https://event.5eplay.com/csgo/match/csgo_mc_2392190,2026-06-01T09:27:40.610670+00:00
5e,2026-03-23,2026-03-23 03:00:00+0800,csgo_mc_2391719,CCT 第3赛季 南美系列赛 10,csgo_tt_9064,5,C级赛事,past,淘汰赛,淘汰赛 十六强,十六强,3,completed,Procyon,csgo_tm_10997,,GameHunters,hltv_team_12988,,0,2,GameHunters,2.07,1.73,2,https://event.5eplay.com/csgo/match/csgo_mc_2391719,2026-06-01T09:27:40.610670+00:00
5e,2026-03-23,2026-03-23 04:20:00+0800,csgo_mc_2391766,BLAST 鹿特丹公开赛 2026,csgo_tt_8248,2,S级赛事,past,小组赛,小组赛 败者组 半决赛,半决赛,3,completed,9z,csgo_tm_9996,,Spirit,csgo_tm_7020,,0,2,Spirit,4.22,1.23,2,https://event.5eplay.com/csgo/match/csgo_mc_2391766,2026-06-01T09:27:40.610670+00:00
5e,2026-03-23,2026-03-23 05:00:00+0800,csgo_mc_2392428,NSTLGA 华盛顿公开赛 2026,csgo_tt_9095,5,C级赛事,past,淘汰赛,淘汰赛 季军赛,季军赛,3,completed,West Coast Grinders,hltv_team_13752,,Ducky Momo Squad,hltv_team_13751,,0,2,Ducky Momo Squad,,,2,https://event.5eplay.com/csgo/match/csgo_mc_2392428,2026-06-01T09:27:40.610670+00:00
5e,2026-03-23,2026-03-23 05:39:57+0800,csgo_mc_2392088,ESL 挑战者联赛 S51 北美杯 第2季,csgo_tt_9027,4,B级赛事,past,淘汰赛,淘汰赛 败者组 第2轮,第2轮,3,completed,regain,hltv_team_12554,,Outfit 49,hltv_team_13294,,0,1,Outfit 49,2.19,1.66,0,https://event.5eplay.com/csgo/match/csgo_mc_2392088,2026-06-01T09:27:40.610670+00:00
5e,2026-03-23,2026-03-23 05:44:28+0800,csgo_mc_2392058,ESL 挑战者联赛 S51 南美杯第2季,csgo_tt_9026,4,B级赛事,past,淘汰赛,淘汰赛 败者组 第2轮,第2轮,3,completed,Players,csgo_tm_11711,,Bounty Hunters,hltv_team_12776,,0,1,Bounty Hunters,3.32,1.32,0,https://event.5eplay.com/csgo/match/csgo_mc_2392058,2026-06-01T09:27:40.610670+00:00
5e,2026-03-23,2026-03-23 06:00:00+0800,csgo_mc_2391720,CCT 第3赛季 南美系列赛 10,csgo_tt_9064,5,C级赛事,past,淘汰赛,淘汰赛 十六强,十六强,3,completed,Fake do Biru,hltv_team_13081,,R2,hltv_team_13327,,2,1,Fake do Biru,1.36,3.12,3,https://event.5eplay.com/csgo/match/csgo_mc_2391720,2026-06-01T09:27:40.610670+00:00
5e,2026-03-23,2026-03-23 06:00:00+0800,csgo_mc_2392059,ESL 挑战者联赛 S51 南美杯第2季,csgo_tt_9026,4,B级赛事,past,淘汰赛,淘汰赛 败者组 第2轮,第2轮,3,completed,VEXA,hltv_team_13476,,GameHunters,hltv_team_12988,,0,2,GameHunters,4.12,1.23,2,https://event.5eplay.com/csgo/match/csgo_mc_2392059,2026-06-01T09:27:40.610670+00:00
5e,2026-03-23,2026-03-23 06:00:00+0800,csgo_mc_2392057,ESL 挑战者联赛 S51 南美杯第2季,csgo_tt_9026,4,B级赛事,past,淘汰赛,淘汰赛 败者组 第2轮,第2轮,3,completed,UNO,csgo_tm_11555,,Procyon,csgo_tm_10997,,2,1,UNO,1.73,2.07,3,https://event.5eplay.com/csgo/match/csgo_mc_2392057,2026-06-01T09:27:40.610670+00:00
5e,2026-03-23,2026-03-23 06:00:00+0800,csgo_mc_2392056,ESL 挑战者联赛 S51 南美杯第2季,csgo_tt_9026,4,B级赛事,past,淘汰赛,淘汰赛 败者组 第2轮,第2轮,3,completed,Guara,hltv_team_13725,,Atrix,hltv_team_12533,,2,0,Guara,1.04,7.9,2,https://event.5eplay.com/csgo/match/csgo_mc_2392056,2026-06-01T09:27:40.610670+00:00
